Date,open_price,high_price,low_price,close_price,volume,price_change,moving_avg_50,moving_avg_200,rsi_14,ema_12,ema_26,macd,macd_signal,bollinger_middle,bollinger_std,bollinger_upper,bollinger_lower,high_low,high_close,low_close,tr,atr
2019-01-02,93.642986925075,95.71244226554683,93.0691820287583,95.11982727050781,35329300,1.5770965813109519,,,,95.11982727050781,95.11982727050781,0.0,0.0,,,,,2.643260236788521,,,2.643260236788521,
2019-01-03,94.1603542652025,94.24501765755045,91.43243043694208,91.62056732177734,42579100,-2.6972996897100128,,,,94.58147958608774,94.86062282986111,-0.27914324377337607,-0.05582864875467522,,,,,2.812587220608364,0.8748096129573639,3.687396833565728,3.687396833565728,
2019-01-04,93.80288078549599,96.42733044521282,93.05975642937375,95.88174438476562,44060600,2.2162044298228816,,,,94.78152032434588,94.93626146355774,-0.15474113921186472,-0.07561114684611311,,,,,3.367574015839068,4.8067631234354735,1.4391891075964054,4.8067631234354735,
2019-01-07,95.60896692341754,97.14224471191753,94.98813320401231,96.00404357910156,35656100,0.41322134146735134,,,,94.96960082507752,95.01535643507951,-0.04575561000199002,-0.0696400394772885,,,,,2.1541115079052133,1.2605003271519024,0.8936111807533109,2.1541115079052133,
2019-01-08,96.9258989767273,97.80071569670862,95.67481568897237,96.70014190673828,31514400,-0.2329171793838315,,,,95.2358379145638,95.14015535890609,0.09568255565771722,-0.036575520450287356,,,,,2.1259000077362487,1.7966721176070592,0.3292278901291894,2.1259000077362487,
2019-01-09,97.69722540904053,98.65669817399824,97.11401197045893,98.08289337158203,32280800,0.39475835769826867,,,,95.67384644641275,95.35813595243764,0.31571049397511786,0.03388168243479368,,,,,1.5426862035393043,1.9565562672599555,0.41387006372065116,1.9565562672599555,
2019-01-10,97.09521034501915,97.59376045497703,96.30504990198824,97.4526596069336,30067600,0.3681430429413309,,,,95.9475100095698,95.51328585277066,0.4342241567991323,0.11395017730766141,,,,,1.288710552988789,0.48913291660500136,1.7778434695937904,1.7778434695937904,
2019-01-11,97.06699983672839,97.30216554450092,95.60896957786358,96.70014190673828,28314200,-0.37794299876083287,,,,96.0632995322111,95.60120111602753,0.4620984161835793,0.18357982508284498,,,,,1.6931959666373473,0.15049406243267072,1.843690029070018,1.843690029070018,
2019-01-14,95.85353568776671,96.76597970379777,95.25151210172942,95.99463653564453,28437100,0.14720463555715327,,,,96.05273599427778,95.6303444804436,0.42239151383418516,0.23134216283311304,,,,,1.5144676020683505,0.065837797059487,1.4486298050088635,1.5144676020683505,
2019-01-15,96.42734240738814,98.81662670055537,95.83472027015948,98.77899932861328,31587600,2.438786409035122,,,,96.47216112263709,95.8635781729006,0.608582949736487,0.3067903202137878,,,,,2.9819064303958953,2.8219901649108436,0.15991626548505167,2.9819064303958953,
