Date,open_price,high_price,low_price,close_price,volume,price_change,moving_avg_50,moving_avg_200,rsi_14,ema_12,ema_26,macd,macd_signal,bollinger_middle,bollinger_std,bollinger_upper,bollinger_lower,high_low,high_close,low_close,tr,atr,sentiment_score,news_count_last_24h,average_sentiment_last_24h,news_volatility_impact
2019-01-02 00:00:00,139.6453314191893,143.85661632424723,139.63624077742173,142.98342895507812,1716400,2.3904111236404226,,,,142.98342895507812,142.98342895507812,0.0,0.0,,,,,4.220375546825494,,,4.220375546825494,,,,,
2019-01-03 00:00:00,140.12741863512156,140.39119995036256,138.19004299810584,138.51748657226562,1775500,-1.1489058162471704,,,,142.2963608961839,142.65261840820312,-0.3562575120192264,-0.07125150240384528,,,,,2.2011569522567243,2.5922290047155627,4.793385956972287,4.793385956972287,,,,,
2019-01-04 00:00:00,139.91819968757602,143.36544035007108,139.49070359533798,142.46498107910156,1801300,1.8201930822525316,,,,142.3223024627866,142.63871934678818,-0.3164168840015691,-0.12028457872339005,,,,,3.8747367547331066,4.847953777805458,0.9732170230723511,4.847953777805458,,,,,
2019-01-07 00:00:00,141.69180450000113,143.7474130655613,141.11877503929364,142.3376007080078,1830200,0.4557752724552825,,,,142.3246560389745,142.6164142624341,-0.29175822345959546,-0.15457930767063113,,,,,2.6286380262676516,1.2824319864597271,1.3462060398079245,2.6286380262676516,,,,,
2019-01-08 00:00:00,141.9737744096355,144.22039753941326,141.1642633869231,143.84747314453125,2207300,1.3197498923213735,,,,142.55893559367553,142.7076038092561,-0.14866821558058518,-0.15339708925262197,,,,,3.0561341524901593,1.882796831405443,1.1733373210847162,3.0561341524901593,,,,,
2019-01-09 00:00:00,142.55591562251573,145.1026967727116,142.19209569199091,144.1294708251953,2099900,1.1038161382557552,,,,142.80055639852472,142.81292729191827,-0.012370893393551796,-0.12519185008080794,,,,,2.9106010807206815,1.255223628180346,1.6553774525403355,2.9106010807206815,,,,,
2019-01-10 00:00:00,144.34777160006368,147.331139739616,144.02943259887783,147.21290588378906,2093900,1.984882933741194,,,,143.47937939625768,143.13885163205686,0.34052776420082864,-0.03204792722448063,,,,,3.3017071407381593,3.2016689144206794,0.10003822631747994,3.3017071407381593,,,,,
2019-01-11 00:00:00,146.03956092525388,146.22147090876032,144.95717778695365,145.72122192382812,1380400,-0.21798134656724147,,,,143.82427824665314,143.33013832033623,0.4941399263169046,0.07318964348379643,,,,,1.2642931218066735,0.9914349750287386,2.255728096835412,2.255728096835412,,,,,
2019-01-14 00:00:00,144.0475716960426,145.07538292539425,143.4381657968636,143.72923278808594,2004800,-0.22099567816971258,,,,143.80965586841202,143.35970087350287,0.4499549949091488,0.1485427137688669,,,,,1.637217128530665,0.6458389984338737,2.2830561269645386,2.2830561269645386,,,,,
2019-01-15 00:00:00,142.6559975657971,143.59284726474505,142.38312562228407,143.01072692871094,2110700,0.24866067250360943,,,,143.68674372384262,143.33385095166642,0.3528927721762045,0.18941272545033444,,,,,1.209721642460977,0.13638552334089127,1.3461071658018682,1.3461071658018682,,,,,
